学号,姓名,课程,期中成绩,期末成绩
20081318144,黄太浪,大学英语,60,60
20081318144,黄太浪,通信原理,60,60
20081318144,黄太浪,自动化原理,87,60
20081318144,黄太浪,离散计算机控制技术,60,60
20071318145,黄太飘,基础日语,60,60
20071318145,黄太飘,高级日语,60,60
20071318145,黄太飘,日语语音,60,78
20071318145,黄太飘,日语语法,61,83
20071318145,黄太飘,日语写作,60,79
20071318145,黄太飘,日本文学,60,60
20081318146,张昌翠,基础日语,60,60
20081318146,张昌翠,高级日语,60,61
20081318146,张昌翠,日语语音,83,76
20081318146,张昌翠,日语语法,60,60
20081318146,张昌翠,日语写作,60,60
20081318146,张昌翠,日本文学,61,95
20081318147,钱宇,大学物理,60,98
20081318147,钱宇,高等数学,80,87
20081318147,钱宇,电路原理,79,94
20081318147,钱宇,机械制图,60,98
20081318147,钱宇,汇编语言与接口技术,79,60
20071318148,罗兴莹,基础德语,86,60
20071318148,罗兴莹,德语听力,60,60
20071318148,罗兴莹,德语泛读,72,60
20071318148,罗兴莹,德语写作,60,60
20071318148,罗兴莹,德汉互译,60,60
20071318148,罗兴莹,德语口译,60,98
20081318149,杨丹丹,基础英语,70,75
20081318149,杨丹丹,英语语音,66,60
20081318149,杨丹丹,高级英语,60,60
20081318150,代双,复变函数,60,60
20081318150,代双,大学英语,60,60
20081318150,代双,通信原理,74,60
20081318150,代双,自动化原理,60,60
20081318150,代双,离散计算机控制技术,60,72
20071318151,张锐,模拟电子技术,60,94
20071318151,张锐,数字电子技术,60,66
20071318151,张锐,C语言原理,90,60
20071318151,张锐,计算机硬件技术,60,60
20071318152,李克敏,基础西班牙语,68,60
20071318152,李克敏,高级西班牙语,60,60
20071318152,李克敏,西班牙语文学,80,60
20071318152,李克敏,西班牙互译,90,60
20071318152,李克敏,西班牙口译,77,85
20081318153,周双玉,基础西班牙语,93,83
20081318153,周双玉,高级西班牙语,60,60
20081318153,周双玉,西班牙语文学,91,60
20081318153,周双玉,西班牙互译,60,99
20081318153,周双玉,西班牙口译,60,77
20081318154,周双文,单片机原理,60,96
20081318154,周双文,电力电子技术,60,60
20081318154,周双文,操作系统及原理,60,60
20081318154,周双文,工程数学,60,60
20081318155,李飘飘,基础日语,60,73
20081318155,李飘飘,日语语音,60,63
20081318155,李飘飘,高级日语,78,60
20081318155,李飘飘,日语语法,86,94
20081318155,李飘飘,日语写作,60,60
20081318155,李飘飘,日本文学,85,61
20081318156,骆鹏程,基础西班牙语,60,60
20081318156,骆鹏程,高级西班牙语,60,60
20081318156,骆鹏程,西班牙语文学,60,60
20081318156,骆鹏程,西班牙互译,60,62
20081318156,骆鹏程,西班牙口译,85,63
20081318157,肖冰风,复变函数,60,71
20081318157,肖冰风,大学英语,95,83
20081318157,肖冰风,通信原理,60,60
20081318157,肖冰风,自动化原理,60,61
20081318157,肖冰风,离散计算机控制技术,60,60
20081318158,肖侣侣,基础西班牙语,78,61
20081318158,肖侣侣,高级西班牙语,60,60
20081318158,肖侣侣,西班牙语文学,60,60
20081318158,肖侣侣,西班牙互译,60,60
20081318158,肖侣侣,西班牙口译,60,76
20081318159,肖阳杰,基础德语,60,60
20081318159,肖阳杰,德语听力,72,68
20081318159,肖阳杰,德语泛读,60,77
20081318159,肖阳杰,德语写作,99,96
20081318159,肖阳杰,德汉互译,74,87
20081318159,肖阳杰,德语口译,60,60
20071318160,张恩兰,大学物理,63,60
20071318160,张恩兰,高等数学,60,60
20071318160,张恩兰,电路原理,67,60
20071318160,张恩兰,机械制图,60,60
20071318160,张恩兰,汇编语言与接口技术,98,60
20071318161,张顺基,基础英语,60,60
20071318161,张顺基,高级英语,60,60
20071318161,张顺基,英语语音,60,60
20071318162,喻家钢,大学物理,60,64
20071318162,喻家钢,高等数学,61,92
20071318162,喻家钢,电路原理,99,60
20071318162,喻家钢,机械制图,60,60
20071318162,喻家钢,汇编语言与接口技术,60,60
20081318163,李浩东,大学物理,60,60
20081318163,李浩东,高等数学,60,60
20081318163,李浩东,电路原理,99,60
20081318163,李浩东,机械制图,72,60
20081318163,李浩东,汇编语言与接口技术,60,60
20081318164,欧顺飘,单片机原理,60,60
20081318164,欧顺飘,电力电子技术,60,85
20081318164,欧顺飘,操作系统及原理,65,72
20081318164,欧顺飘,工程数学,60,74
20071318165,梁萌,基础西班牙语,60,60
20071318165,梁萌,高级西班牙语,60,91
20071318165,梁萌,西班牙语文学,85,60
20071318165,梁萌,西班牙互译,88,92
20071318165,梁萌,西班牙口译,60,94
20071318166,张琴野,单片机原理,70,69
20071318166,张琴野,电力电子技术,60,60
20071318166,张琴野,操作系统及原理,60,86
20071318166,张琴野,工程数学,65,60
20071318167,聂祥秀,单片机原理,60,60
20071318167,聂祥秀,电力电子技术,70,60
20071318167,聂祥秀,操作系统及原理,94,60
20071318167,聂祥秀,工程数学,60,93
20071318168,吴洪琴,单片机原理,60,60
20071318168,吴洪琴,电力电子技术,60,97
20071318168,吴洪琴,操作系统及原理,76,60
20071318168,吴洪琴,工程数学,92,60
20081318169,廖丽莎,模拟电子技术,60,94
20081318169,廖丽莎,数字电子技术,83,60
20081318169,廖丽莎,C语言原理,60,60
20081318169,廖丽莎,计算机硬件技术,60,92
20081318170,邓水东,基础英语,77,60
20081318170,邓水东,高级英语,89,84
20081318170,邓水东,英语语音,60,60
20081318171,梁久顺,单片机原理,64,60
20081318171,梁久顺,电力电子技术,95,60
20081318171,梁久顺,操作系统及原理,60,60
20081318171,梁久顺,工程数学,60,68
20071318172,叶雨,模拟电子技术,98,81
20071318172,叶雨,数字电子技术,66,60
20071318172,叶雨,C语言原理,72,60
20071318172,叶雨,计算机硬件技术,60,87
20081318173,罗茂兰,基础日语,60,60
20081318173,罗茂兰,高级日语,60,60
20081318173,罗茂兰,日语语音,60,60
20081318173,罗茂兰,日语语法,60,60
20081318173,罗茂兰,日语写作,60,60
20081318173,罗茂兰,日本文学,60,73
20081318174,代永银,复变函数,60,60
20081318174,代永银,大学英语,60,60
20081318174,代永银,通信原理,60,88
20081318174,代永银,自动化原理,60,60
20081318174,代永银,离散计算机控制技术,60,60
20071318175,代元梅,复变函数,60,63
20071318175,代元梅,大学英语,60,60
20071318175,代元梅,自动化原理,60,65
20071318175,代元梅,通信原理,88,60
20071318175,代元梅,离散计算机控制技术,69,60
20081318176,欧小娟,基础德语,60,60
20081318176,欧小娟,德语听力,60,60
20081318176,欧小娟,德语泛读,82,60
20081318176,欧小娟,德语写作,89,60
20081318176,欧小娟,德汉互译,60,60
20081318176,欧小娟,德语口译,60,84
20071318177,欧官军,模拟电子技术,88,83
20071318177,欧官军,数字电子技术,86,60
20071318177,欧官军,C语言原理,60,60
20071318177,欧官军,计算机硬件技术,60,60
20081318178,罗鑫,基础英语,60,60
20081318178,罗鑫,高级英语,60,60
20081318178,罗鑫,英语语音,60,60
20081318179,秦阳,基础英语,60,93
20081318179,秦阳,高级英语,60,60
20081318179,秦阳,英语语音,60,60
20081318180,鸥兴柱,基础西班牙语,60,60
20081318180,鸥兴柱,高级西班牙语,70,60
20081318180,鸥兴柱,西班牙语文学,60,60
20081318180,鸥兴柱,西班牙互译,60,60
20081318180,鸥兴柱,西班牙口译,77,60
20071318181,欧官波,复变函数,60,70
20071318181,欧官波,大学英语,60,75
20071318181,欧官波,通信原理,81,60
20071318181,欧官波,自动化原理,60,60
20071318181,欧官波,离散计算机控制技术,60,64
20071318182,欧垚鑫,基础日语,60,60
20071318182,欧垚鑫,高级日语,60,60
20071318182,欧垚鑫,日语语音,93,60
20071318182,欧垚鑫,日语语法,98,70
20071318182,欧垚鑫,日语写作,60,60
20071318182,欧垚鑫,日本文学,60,60
20081318183,何艳,复变函数,79,60
20081318183,何艳,大学英语,60,60
20081318183,何艳,通信原理,60,95
20081318183,何艳,自动化原理,60,60
20081318183,何艳,离散计算机控制技术,99,60
20071318184,赵杰,模拟电子技术,60,60
20071318184,赵杰,数字电子技术,60,60
20071318184,赵杰,C语言原理,80,60
20071318184,赵杰,计算机硬件技术,60,60
20081318185,李俊青,基础日语,60,65
20081318185,李俊青,高级日语,92,60
20081318185,李俊青,日语语音,60,82
20081318185,李俊青,日语语法,60,60
20081318185,李俊青,日语写作,71,60
20081318185,李俊青,日本文学,60,81
20081318186,聂丹丹,基础德语,60,60
20081318186,聂丹丹,德语听力,60,60
20081318186,聂丹丹,德语泛读,80,60
20081318186,聂丹丹,德语写作,60,60
20081318186,聂丹丹,德汉互译,60,60
20081318186,聂丹丹,德语口译,74,60
20081318187,梅盛鑫,单片机原理,60,69
20081318187,梅盛鑫,电力电子技术,60,60
20081318187,梅盛鑫,操作系统及原理,60,60
20081318187,梅盛鑫,工程数学,91,60
20081318188,周知豪,大学物理,60,84
20081318188,周知豪,高等数学,99,60
20081318188,周知豪,电路原理,90,60
20081318188,周知豪,机械制图,60,88
20081318188,周知豪,汇编语言与接口技术,81,87
20071318189,王钦,基础西班牙语,95,75
20071318189,王钦,西班牙语文学,87,60
20071318189,王钦,高级西班牙语,70,60
20071318189,王钦,西班牙互译,60,86
20071318189,王钦,西班牙口译,60,60
20071318190,杨林,复变函数,86,84
20071318190,杨林,大学英语,94,60
20071318190,杨林,通信原理,82,60
20071318190,杨林,离散计算机控制技术,60,84
20071318190,杨林,自动化原理,60,60
20071318191,王应梁,基础德语,60,60
20071318191,王应梁,德语听力,60,69
20071318191,王应梁,德语泛读,60,60
20071318191,王应梁,德语写作,74,60
20071318191,王应梁,德汉互译,70,60
20071318191,王应梁,德语口译,60,60
20081318192,王应巧,大学物理,60,60
20081318192,王应巧,高等数学,60,60
20081318192,王应巧,电路原理,60,94
20081318192,王应巧,机械制图,60,60
20081318192,王应巧,汇编语言与接口技术,60,60
20071318193,周妍,复变函数,76,91
20071318193,周妍,大学英语,60,81
20071318193,周妍,通信原理,60,60
20071318193,周妍,自动化原理,71,77
20071318193,周妍,离散计算机控制技术,60,60
20071318194,冯发军,复变函数,60,89
20071318194,冯发军,大学英语,91,60
20071318194,冯发军,通信原理,60,76
20071318194,冯发军,自动化原理,81,60
20071318194,冯发军,离散计算机控制技术,60,60
20071318195,张茂茂,基础英语,60,66
20071318195,张茂茂,高级英语,72,77
20071318195,张茂茂,英语语音,60,60
20081318196,龙杨明熙,模拟电子技术,60,72
20081318196,龙杨明熙,数字电子技术,60,97
20081318196,龙杨明熙,C语言原理,60,64
20081318196,龙杨明熙,计算机硬件技术,77,60
20071318197,龙诗颖,复变函数,60,60
20071318197,龙诗颖,大学英语,60,60
20071318197,龙诗颖,通信原理,60,60
20071318197,龙诗颖,自动化原理,60,66
20071318197,龙诗颖,离散计算机控制技术,60,60
20081318198,刘躲躲,基础英语,98,67
20081318198,刘躲躲,高级英语,79,60
20081318198,刘躲躲,英语语音,60,60
20081318199,冯树平,模拟电子技术,60,60
20081318199,冯树平,数字电子技术,73,60
20081318199,冯树平,C语言原理,60,60
20081318199,冯树平,计算机硬件技术,60,74
20071318200,张航,单片机原理,87,60
20071318200,张航,电力电子技术,94,88
20071318200,张航,操作系统及原理,60,85
20071318200,张航,工程数学,60,98
20071318201,芶恒,单片机原理,60,60
20071318201,芶恒,电力电子技术,60,65
20071318201,芶恒,操作系统及原理,75,60
20071318201,芶恒,工程数学,86,61
20071318202,况吉伟,大学物理,76,60
20071318202,况吉伟,高等数学,71,83
20071318202,况吉伟,电路原理,60,98
20071318202,况吉伟,机械制图,86,60
20071318202,况吉伟,汇编语言与接口技术,78,60
20071318203,张俊,复变函数,60,60
20071318203,张俊,大学英语,75,60
20071318203,张俊,通信原理,60,60
20071318203,张俊,自动化原理,60,60
20071318203,张俊,离散计算机控制技术,99,99
20071318204,罗兰雪,复变函数,62,71
20071318204,罗兰雪,大学英语,60,60
20071318204,罗兰雪,通信原理,81,60
20071318204,罗兰雪,自动化原理,78,96
20071318204,罗兰雪,离散计算机控制技术,73,91
20081318205,李锡银,基础日语,60,98
20081318205,李锡银,高级日语,72,60
20081318205,李锡银,日语语音,88,60
20081318205,李锡银,日语语法,60,63
20081318205,李锡银,日语写作,84,62
20081318205,李锡银,日本文学,95,82
20071318206,刘清,模拟电子技术,71,60
20071318206,刘清,数字电子技术,60,60
20071318206,刘清,C语言原理,60,60
20071318206,刘清,计算机硬件技术,87,60
20071318207,安德凤,基础日语,60,60
20071318207,安德凤,高级日语,60,60
20071318207,安德凤,日语语音,84,60
20071318207,安德凤,日语语法,73,60
20071318207,安德凤,日语写作,60,68
20071318207,安德凤,日本文学,88,90
20081318208,欧焱星,基础日语,60,99
20081318208,欧焱星,高级日语,79,60
20081318208,欧焱星,日语语音,60,81
20081318208,欧焱星,日语语法,60,81
20081318208,欧焱星,日语写作,60,74
20081318208,欧焱星,日本文学,60,60
20071318209,彭雪花,模拟电子技术,82,60
20071318209,彭雪花,数字电子技术,60,60
20071318209,彭雪花,C语言原理,60,60
20071318209,彭雪花,计算机硬件技术,60,60
20071318210,李闻闻,基础英语,63,99
20071318210,李闻闻,高级英语,63,60
20071318210,李闻闻,英语语音,60,60
20081318211,梅隆浩,复变函数,99,60
20081318211,梅隆浩,大学英语,86,60
20081318211,梅隆浩,通信原理,99,92
20081318211,梅隆浩,自动化原理,60,94
20081318211,梅隆浩,离散计算机控制技术,60,60
20081318212,方雪莲,单片机原理,60,72
20081318212,方雪莲,电力电子技术,60,92
20081318212,方雪莲,操作系统及原理,60,65
20081318212,方雪莲,工程数学,72,73
20071318213,李娇娇,基础德语,60,75
20071318213,李娇娇,德语听力,79,60
20071318213,李娇娇,德语泛读,60,60
20071318213,李娇娇,德语写作,60,60
20071318213,李娇娇,德汉互译,69,60
20071318213,李娇娇,德语口译,60,60
20081318214,周仔英,基础日语,60,60
20081318214,周仔英,高级日语,60,60
20081318214,周仔英,日语语音,66,60
20081318214,周仔英,日语语法,60,60
20081318214,周仔英,日语写作,61,71
20081318214,周仔英,日本文学,60,60
20071318215,张翠娟,基础英语,60,60
20071318215,张翠娟,英语语音,60,60
20071318215,张翠娟,高级英语,86,60
20071318216,杨海,基础德语,60,65
20071318216,杨海,德语听力,60,60
20071318216,杨海,德语泛读,94,60
20071318216,杨海,德语写作,78,93
20071318216,杨海,德汉互译,95,70
20071318216,杨海,德语口译,87,60
20081318217,龙明浪,模拟电子技术,74,60
20081318217,龙明浪,数字电子技术,60,60
20081318217,龙明浪,C语言原理,60,60
20081318217,龙明浪,计算机硬件技术,87,70
20071318218,刘丽娟,复变函数,60,74
20071318218,刘丽娟,通信原理,60,60
20071318218,刘丽娟,大学英语,76,99
20071318218,刘丽娟,自动化原理,60,60
20071318218,刘丽娟,离散计算机控制技术,60,60
20071318219,王炳鑫,基础日语,60,60
20071318219,王炳鑫,高级日语,98,70
20071318219,王炳鑫,日语语音,60,87
20071318219,王炳鑫,日语语法,60,60
20071318219,王炳鑫,日语写作,66,60
20071318219,王炳鑫,日本文学,87,60
20081318220,欧颖,基础日语,60,60
20081318220,欧颖,高级日语,60,97
20081318220,欧颖,日语语音,98,60
20081318220,欧颖,日语语法,60,60
20081318220,欧颖,日语写作,82,60
20081318220,欧颖,日本文学,60,60
20071318221,欧恒,基础德语,72,60
20071318221,欧恒,德语听力,60,84
20071318221,欧恒,德语泛读,65,60
20071318221,欧恒,德语写作,60,60
20071318221,欧恒,德汉互译,94,78
20071318221,欧恒,德语口译,60,85
20071318222,肖云馨,基础英语,60,60
20071318222,肖云馨,高级英语,86,60
20071318222,肖云馨,英语语音,69,60
20071318223,龙良瑞,大学物理,60,67
20071318223,龙良瑞,高等数学,60,60
20071318223,龙良瑞,电路原理,90,97
20071318223,龙良瑞,机械制图,61,60
20071318223,龙良瑞,汇编语言与接口技术,60,60
20081318224,张永松,模拟电子技术,60,60
20081318224,张永松,数字电子技术,60,60
20081318224,张永松,C语言原理,74,88
20081318224,张永松,计算机硬件技术,60,60
20071318225,杨飞飞,基础日语,60,60
20071318225,杨飞飞,高级日语,60,69
20071318225,杨飞飞,日语语音,60,74
20071318225,杨飞飞,日语语法,60,89
20071318225,杨飞飞,日语写作,96,60
20071318225,杨飞飞,日本文学,87,60
20081318226,周金伟,单片机原理,60,60
20081318226,周金伟,电力电子技术,74,60
20081318226,周金伟,操作系统及原理,60,91
20081318226,周金伟,工程数学,65,88
20081318227,骆战,大学物理,60,60
20081318227,骆战,高等数学,60,60
20081318227,骆战,电路原理,60,60
20081318227,骆战,机械制图,73,60
20081318227,骆战,汇编语言与接口技术,60,60
20081318228,骆鹏程,模拟电子技术,60,78
20081318228,骆鹏程,数字电子技术,60,60
20081318228,骆鹏程,C语言原理,78,61
20081318228,骆鹏程,计算机硬件技术,60,60
20081318229,李雪,基础德语,60,77
20081318229,李雪,德语听力,60,83
20081318229,李雪,德语泛读,60,60
20081318229,李雪,德语写作,60,60
20081318229,李雪,德汉互译,60,60
20081318229,李雪,德语口译,60,60
20071318230,彭杰,基础英语,60,61
20071318230,彭杰,高级英语,60,95
20071318230,彭杰,英语语音,60,60
20081318231,苟俊亮,基础英语,96,60
20081318231,苟俊亮,高级英语,60,74
20081318231,苟俊亮,英语语音,91,73
20081318232,代杨杨,基础英语,60,62
20081318232,代杨杨,高级英语,60,99
20081318232,代杨杨,英语语音,60,70
20071318233,梁欢,基础日语,99,87
20071318233,梁欢,高级日语,65,95
20071318233,梁欢,日语语音,60,60
20071318233,梁欢,日语语法,99,60
20071318233,梁欢,日语写作,60,98
20071318233,梁欢,日本文学,62,60
20081318234,欧阳祥榕,模拟电子技术,65,60
20081318234,欧阳祥榕,数字电子技术,60,60
20081318234,欧阳祥榕,C语言原理,60,60
20081318234,欧阳祥榕,计算机硬件技术,60,88
20081318235,欧顺雪,大学物理,60,60
20081318235,欧顺雪,高等数学,65,60
20081318235,欧顺雪,电路原理,99,60
20081318235,欧顺雪,机械制图,60,60
20081318235,欧顺雪,汇编语言与接口技术,67,69
20071318236,周娜娜,模拟电子技术,89,75
20071318236,周娜娜,数字电子技术,98,75
20071318236,周娜娜,C语言原理,79,60
20071318236,周娜娜,计算机硬件技术,60,60
20071318237,徐伟,大学物理,60,60
20071318237,徐伟,高等数学,60,67
20071318237,徐伟,电路原理,60,79
20071318237,徐伟,机械制图,60,69
20071318237,徐伟,汇编语言与接口技术,60,81
20071318238,刘珊,大学物理,60,68
20071318238,刘珊,高等数学,60,60
20071318238,刘珊,电路原理,87,60
20071318238,刘珊,机械制图,82,60
20071318238,刘珊,汇编语言与接口技术,60,60
20081318239,王世霞,大学物理,74,62
20081318239,王世霞,高等数学,60,60
20081318239,王世霞,电路原理,60,60
20081318239,王世霞,机械制图,60,60
20081318239,王世霞,汇编语言与接口技术,88,60
20071318240,龙游游,基础西班牙语,60,87
20071318240,龙游游,高级西班牙语,66,64
20071318240,龙游游,西班牙语文学,60,63
20071318240,龙游游,西班牙互译,65,94
20071318240,龙游游,西班牙口译,60,60
20081318241,代银银,基础西班牙语,99,60
20081318241,代银银,高级西班牙语,95,60
20081318241,代银银,西班牙语文学,94,60
20081318241,代银银,西班牙互译,60,80
20081318241,代银银,西班牙口译,76,66
20081318242,赵富灿,基础日语,63,60
20081318242,赵富灿,高级日语,60,64
20081318242,赵富灿,日语语音,60,78
20081318242,赵富灿,日语语法,60,60
20081318242,赵富灿,日语写作,65,60
20081318242,赵富灿,日本文学,60,60
20081318243,周玉超,基础日语,60,97
20081318243,周玉超,高级日语,60,60
20081318243,周玉超,日语语音,77,60
20081318243,周玉超,日语语法,60,89
20081318243,周玉超,日语写作,87,89
20081318243,周玉超,日本文学,60,93
20081318244,罗玉连,基础德语,60,60
20081318244,罗玉连,德语听力,60,62
20081318244,罗玉连,德语泛读,60,96
20081318244,罗玉连,德语写作,60,95
20081318244,罗玉连,德汉互译,60,91
20081318244,罗玉连,德语口译,82,93
20081318245,周旭,模拟电子技术,60,76
20081318245,周旭,数字电子技术,75,77
20081318245,周旭,C语言原理,60,62
20081318245,周旭,计算机硬件技术,60,84
20081318246,黄安欣,单片机原理,71,76
20081318246,黄安欣,电力电子技术,90,84
20071318247,冷开敏,基础日语,66,86
20081318246,黄安欣,工程数学,93,63
20071318247,冷开敏,日语语音,76,60
20071318247,冷开敏,日语语法,60,60
20071318247,冷开敏,高级日语,99,60
20071318247,冷开敏,日语写作,60,92
20081318246,黄安欣,操作系统及原理,61,60
20071318247,冷开敏,日本文学,86,60
20081318248,骆开垚,电力电子技术,60,60
20081318248,骆开垚,单片机原理,60,77
20081318248,骆开垚,操作系统及原理,92,60
20081318248,骆开垚,工程数学,60,60
20081318249,骆湘,基础西班牙语,60,60
20081318249,骆湘,西班牙语文学,81,74
20081318249,骆湘,高级西班牙语,82,60
20081318249,骆湘,西班牙互译,60,60
20081318249,骆湘,西班牙口译,74,60
20071318250,冯树琴,复变函数,60,60
20071318250,冯树琴,大学英语,60,60
20071318250,冯树琴,自动化原理,93,78
20071318250,冯树琴,通信原理,96,60
20071318250,冯树琴,离散计算机控制技术,60,60
20081318251,黄太欣,高级西班牙语,97,60
20081318251,黄太欣,基础西班牙语,60,60
20081318251,黄太欣,西班牙语文学,60,81
20081318251,黄太欣,西班牙互译,73,60
20081318251,黄太欣,西班牙口译,63,60
20071318252,刘红红,单片机原理,85,74
20071318252,刘红红,电力电子技术,60,65
20071318252,刘红红,操作系统及原理,60,99
20071318252,刘红红,工程数学,97,62
20071318253,杨成艳,大学物理,66,60
20071318253,杨成艳,高等数学,60,60
20071318253,杨成艳,电路原理,81,87
20071318253,杨成艳,机械制图,60,71
20071318253,杨成艳,汇编语言与接口技术,83,76
20071318254,胡体兰,基础日语,60,60
20071318254,胡体兰,高级日语,60,60
20071318254,胡体兰,日语语音,60,60
20071318254,胡体兰,日语语法,65,82
20071318254,胡体兰,日语写作,60,76
20071318254,胡体兰,日本文学,82,60
20081318255,王敏敏,大学物理,60,74
20081318255,王敏敏,高等数学,82,60
20081318255,王敏敏,电路原理,60,77
20081318255,王敏敏,机械制图,60,60
20081318255,王敏敏,汇编语言与接口技术,91,78
20071318256,王婷婷,基础西班牙语,73,60
20071318256,王婷婷,高级西班牙语,67,60
20071318256,王婷婷,西班牙语文学,60,71
20071318256,王婷婷,西班牙互译,60,60
20071318256,王婷婷,西班牙口译,60,60
20071318257,欧阳文,模拟电子技术,60,83
20071318257,欧阳文,数字电子技术,60,60
20071318257,欧阳文,C语言原理,63,60
20071318257,欧阳文,计算机硬件技术,60,60
20071318258,李红,模拟电子技术,86,79
20071318258,李红,数字电子技术,60,82
20071318258,李红,C语言原理,60,60
20071318258,李红,计算机硬件技术,99,60
20081318259,王真彪,大学物理,60,61
20081318259,王真彪,高等数学,92,60
20081318259,王真彪,电路原理,60,60
20081318259,王真彪,机械制图,81,60
20081318259,王真彪,汇编语言与接口技术,60,60
20081318260,骆书元,复变函数,79,64
20081318260,骆书元,大学英语,60,60
20081318260,骆书元,通信原理,60,79
20081318260,骆书元,自动化原理,93,60
20081318260,骆书元,离散计算机控制技术,60,60
20071318261,黄瑶,复变函数,60,73
20071318261,黄瑶,大学英语,60,60
20071318261,黄瑶,通信原理,89,99
20071318261,黄瑶,自动化原理,60,60
20071318261,黄瑶,离散计算机控制技术,69,60
20081318262,罗杉,基础日语,60,80
20081318262,罗杉,高级日语,60,60
20081318262,罗杉,日语语音,60,60
20081318262,罗杉,日语语法,60,60
20081318262,罗杉,日语写作,68,60
20081318262,罗杉,日本文学,60,60
20071318263,欧阳鹏,基础德语,84,65
20071318263,欧阳鹏,德语听力,60,60
20071318263,欧阳鹏,德语泛读,60,60
20071318263,欧阳鹏,德语写作,65,60
20071318263,欧阳鹏,德汉互译,83,60
20071318263,欧阳鹏,德语口译,61,60
20081318264,周培红,基础日语,60,60
20081318264,周培红,高级日语,60,93
20081318264,周培红,日语语音,60,60
20081318264,周培红,日语语法,64,87
20081318264,周培红,日语写作,72,61
20081318264,周培红,日本文学,73,60
20081318265,钱凤,基础西班牙语,80,72
20081318265,钱凤,高级西班牙语,79,60
20081318265,钱凤,西班牙语文学,60,60
20081318265,钱凤,西班牙互译,60,60
20081318265,钱凤,西班牙口译,60,60
20071318266,陈青燕,基础日语,64,99
20071318266,陈青燕,高级日语,72,94
20071318266,陈青燕,日语语音,60,76
20071318266,陈青燕,日语语法,60,79
20071318266,陈青燕,日语写作,78,86
20071318266,陈青燕,日本文学,62,60
20081318267,张泉,基础英语,60,60
20081318267,张泉,高级英语,60,60
20081318267,张泉,英语语音,84,60
20071318268,肖松,大学物理,69,60
20071318268,肖松,高等数学,60,73
20071318268,肖松,电路原理,60,60
20071318268,肖松,机械制图,75,60
20071318268,肖松,汇编语言与接口技术,60,60
20081318269,方连强,基础日语,95,60
20081318269,方连强,高级日语,81,60
20081318269,方连强,日语语音,60,60
20081318269,方连强,日语语法,68,60
20081318269,方连强,日语写作,60,80
20081318269,方连强,日本文学,71,60
20071318270,张昌吉,模拟电子技术,70,60
20071318270,张昌吉,数字电子技术,77,60
20071318270,张昌吉,C语言原理,60,60
20071318270,张昌吉,计算机硬件技术,60,60
20071318271,卢新宇,基础德语,60,60
20071318271,卢新宇,德语听力,83,60
20071318271,卢新宇,德语泛读,60,81
20071318271,卢新宇,德语写作,60,77
20071318271,卢新宇,德汉互译,60,60
20071318271,卢新宇,德语口译,60,72
20071318272,周尧飞,基础日语,60,60
20071318272,周尧飞,高级日语,60,93
20071318272,周尧飞,日语语音,98,60
20071318272,周尧飞,日语语法,60,97
20071318272,周尧飞,日语写作,60,60
20071318272,周尧飞,日本文学,60,60
20071318273,王华,基础德语,60,60
20071318273,王华,德语听力,97,60
20071318273,王华,德语泛读,60,91
20071318273,王华,德语写作,96,60
20071318273,王华,德汉互译,60,60
20071318273,王华,德语口译,99,60
20071318274,周扬,基础日语,71,60
20071318274,周扬,高级日语,60,67
20071318274,周扬,日语语音,63,61
20071318274,周扬,日语语法,84,60
20071318274,周扬,日语写作,60,69
20071318274,周扬,日本文学,60,71
20081318275,芶茂桓,模拟电子技术,86,60
20081318275,芶茂桓,数字电子技术,60,60
20081318275,芶茂桓,C语言原理,60,60
20081318275,芶茂桓,计算机硬件技术,60,66
20081318276,胡体涛,基础德语,60,60
20081318276,胡体涛,德语听力,60,60
20081318276,胡体涛,德语泛读,60,60
20081318276,胡体涛,德语写作,60,60
20081318276,胡体涛,德汉互译,93,60
20081318276,胡体涛,德语口译,60,88
20081318277,姚恩敏,复变函数,60,60
20081318277,姚恩敏,大学英语,60,89
20081318277,姚恩敏,通信原理,80,74
20081318277,姚恩敏,自动化原理,60,60
20081318277,姚恩敏,离散计算机控制技术,71,89
20081318278,谢旭,大学物理,60,84
20081318278,谢旭,高等数学,81,71
20081318278,谢旭,电路原理,95,60
20081318278,谢旭,机械制图,60,60
20081318278,谢旭,汇编语言与接口技术,60,60
20071318279,聂祥涛,模拟电子技术,60,60
20071318279,聂祥涛,数字电子技术,60,65
20071318279,聂祥涛,C语言原理,94,70
20071318279,聂祥涛,计算机硬件技术,60,90
20081318280,欧阳周杰,基础日语,82,62
20081318280,欧阳周杰,高级日语,60,93
20081318280,欧阳周杰,日语语音,77,60
20081318280,欧阳周杰,日语语法,60,61
20081318280,欧阳周杰,日语写作,87,86
20081318280,欧阳周杰,日本文学,60,74
20081318281,刘林霞,基础西班牙语,60,75
20081318281,刘林霞,高级西班牙语,60,60
20081318281,刘林霞,西班牙语文学,60,60
20081318281,刘林霞,西班牙互译,76,60
20081318281,刘林霞,西班牙口译,70,60
20081318282,王亮亮,模拟电子技术,63,60
20081318282,王亮亮,数字电子技术,60,60
20081318282,王亮亮,C语言原理,67,66
20081318282,王亮亮,计算机硬件技术,60,85
20071318283,张堉,基础英语,60,77
20071318283,张堉,高级英语,60,76
20071318283,张堉,英语语音,60,60
20071318284,黎燕洪,基础日语,79,60
20071318284,黎燕洪,高级日语,74,60
